ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age
5524,1957,Graduation,Single,0.23406269784304798,0,0,04-09-2012,0.30703926349227456,0.9837812651523129,1.5515769812186038,1.6797023326128684,2.4621470460734924,1.4765001000700189,0.8432069073861739,0.349413940993261,1.409303937080072,2.5108902417547814,-0.5507847897348009,0.6939037392619777,0,0,0,0,0,0,3,11,1,0.9853447295662141
2174,1954,Graduation,Single,-0.2345594797705348,1,1,08-03-2014,-0.38366417634974903,-0.8704794810063111,-0.6363011552898765,-0.7132254067643876,-0.6504492534945548,-0.6315031783543306,-0.7290057871219767,-0.1682363419597184,-1.1104093734576166,-0.5687196185467573,-1.1661254027053516,-0.13046347152923427,0,0,0,0,0,0,3,11,0,1.2357329535285873
4141,1965,Graduation,Together,0.7694776413179528,0,0,21-08-2013,-0.7980862402549632,0.3627227780575174,0.570804023473423,-0.17703233923726175,1.3452742562284872,-0.14690472354413533,-0.03876606758181304,-0.6858866249126978,1.409303937080072,-0.22654074517991973,1.2952370491768512,-0.5426470769248403,0,0,0,0,0,0,3,11,0,0.3176427989998855
6182,1984,Graduation,Together,-1.0172387789593047,1,0,10-02-2014,-0.7980862402549632,-0.8704794810063111,-0.5608570816171703,-0.6511865394471995,-0.5039741335148821,-0.5830433328733111,-0.7481791126647591,-0.1682363419597184,-0.7504503290950897,-0.9108984919135951,-0.5507847897348009,0.2817201338663717,0,0,0,0,0,0,3,11,0,-1.2681492860951449
5324,1981,PhD,Married,0.24022145971604317,1,0,19-01-2014,1.550305455207917,-0.38908486421512983,0.4199158761280105,-0.21691446822688268,0.1551639063936456,-0.0015251871010767454,-0.5564458572369358,1.3847145068992197,0.3294268039924911,0.11563812818691793,0.06455582323574982,-0.13046347152923427,0,0,0,0,0,0,3,11,0,-1.0177610621327717
7446,1967,Master,Together,0.4078987184517833,0,1,09-09-2013,-1.143437960175975,0.642050518664746,0.3947678515704418,-0.3055414215371514,-0.6870680334894731,0.36192365400656973,-0.5756191827797181,-0.1682363419597184,0.689385848355018,0.4578170015537556,1.2952370491768512,0.2817201338663717,0,0,0,0,0,0,3,11,0,0.15071731635830335
965,1971,Graduation,Divorced,0.1346086270810675,0,1,13-11-2012,-0.5218048643181538,-0.20484741828270248,0.9731724163945228,-0.013072475613264588,0.22840146638348202,0.5315331131901381,-0.3263659507235479,0.8670642239462404,1.049344892717545,0.11563812818691793,0.3722261297210252,0.2817201338663717,0,0,0,0,0,0,3,11,0,-0.18313364892486095
6177,1985,PhD,Married,-0.7467300639183287,1,0,08-05-2013,-0.5908752083023561,-0.6773273199481211,-0.4099689342717579,-0.4916580234887158,-0.6321398634970958,-0.6315031783543306,-0.4030592528946772,-0.1682363419597184,-0.03053224037003586,-0.9108984919135951,-0.5507847897348009,1.1060873446575836,0,0,0,0,0,0,3,11,0,-1.351612027415936
4855,1974,PhD,Together,-0.8700245032209357,1,0,06-06-2013,-1.0398324441996714,-0.8615647658805485,-0.6614491798474453,-0.6334611487851458,-0.6321398634970958,-0.5830433328733111,-0.8056990892931061,-0.6858866249126978,-0.3904912847325628,-0.9108984919135951,-1.1661254027053516,1.5182709500531897,0,0,0,0,0,0,3,11,1,-0.43352187288723415
5899,1950,PhD,Together,-1.851572209986099,1,1,13-03-2014,0.6523909834132863,-0.8199627619603229,-0.6614491798474453,-0.7132254067643876,-0.668758643492014,-0.6315031783543306,-0.5947925083225005,-0.6858866249126978,-1.1104093734576166,-0.9108984919135951,-1.7814660156759023,6.052290609404856,1,0,0,0,0,0,3,11,0,1.5695839188117515
1994,1983,Graduation,Married,,1,0,15-11-2013,-1.3161138201364808,-0.8883089112578363,-0.5357090570596016,-0.7132254067643876,-0.6870680334894731,-0.6072732556138208,-0.8248724148358884,-0.6858866249126978,-1.1104093734576166,-0.9108984919135951,-1.1661254027053516,0.6939037392619777,0,0,0,0,0,0,3,11,0,-1.1846865447743538
387,1976,Basic,Married,-1.7779849390906983,0,0,13-11-2012,0.3415744354843757,-0.8853373395492488,-0.25908078692634545,-0.6910686684368205,-0.48566474351742295,-0.6315031783543306,-0.5372725316941535,-0.6858866249126978,-0.7504503290950897,-0.9108984919135951,-0.8584550962200763,1.1060873446575836,0,0,0,0,0,0,3,11,0,-0.6004473555288163
2125,1959,Graduation,Divorced,0.42856037118699297,0,0,15-11-2013,1.1358833913027029,-0.3266818583347915,0.8725803181642479,1.3872333866889814,3.4325447159388247,2.0580182458422533,-0.26884597409520095,-0.6858866249126978,-0.3904912847325628,0.4578170015537556,0.6798964362063006,-1.3670142877160523,0,0,0,0,0,0,3,11,0,0.818419246924632
8180,1952,Master,Divorced,0.2823791780853845,1,1,15-11-2013,0.13436340353176865,-0.21079056169987753,-0.6111531307323078,-0.5049520664852561,-0.6321398634970958,-0.5345834873922916,-0.5756191827797181,0.349413940993261,0.689385848355018,-0.5687196185467573,-0.24311448324952553,0.2817201338663717,0,0,0,0,0,0,3,11,0,1.4026584361701695
2569,1987,Graduation,Married,-1.3876783721330739,0,0,10-10-2012,-0.38366417634974903,-0.8942520546750115,-0.3093768360414829,-0.6644805824437399,-0.5772116935047185,-0.6315031783543306,-0.7481791126647591,-0.6858866249126978,-1.1104093734576166,-0.9108984919135951,-0.8584550962200763,1.1060873446575836,0,0,0,0,0,0,3,11,0,-1.518537510057518
2114,1946,PhD,Single,1.213981312757935,0,0,24-11-2012,-0.9016917562312667,2.08623436903829,-0.10819263958093302,-0.230208511223423,0.3931859763606139,0.9919016452598236,0.018753909046533936,-0.6858866249126978,1.049344892717545,1.142174748287431,1.910577662147402,-0.9548306823204462,0,0,1,1,0,0,3,11,1,1.9034348840949158
9736,1980,Graduation,Married,-0.4131238401398277,1,1,24-12-2012,0.06529305954756628,-0.7456734692456345,-0.5357090570596016,-0.655617887112713,-0.6504492534945548,-0.34074410546821343,-0.7673524382075414,0.349413940993261,-0.3904912847325628,-0.9108984919135951,-0.8584550962200763,1.1060873446575836,0,0,0,0,0,0,3,11,0,-0.9342983208119806
4939,1946,Graduation,Together,-0.5756356856917655,0,0,31-08-2012,-1.0052972722075701,-0.6535547462794208,-0.5357090570596016,-0.5714222814679576,2.059340466129392,-0.3649740282087232,-0.3071926251807656,-0.1682363419597184,-0.03053224037003586,-0.5687196185467573,0.06455582323574982,0.6939037392619777,0,0,0,0,0,0,3,11,0,1.9034348840949158
6565,1949,Master,Married,0.9833257471273731,0,1,28-03-2013,1.4466999392316133,2.104063799289815,1.350392784758054,1.4669976446682234,-0.6870680334894731,-0.26805433724668415,2.5304595551510185,-0.1682363419597184,2.489181070167653,0.4578170015537556,0.987566742691576,-0.13046347152923427,0,0,0,1,0,0,3,11,0,1.6530466601325426
2278,1985,2n Cycle,Single,-0.7325053106890882,1,0,03-11-2012,1.2740240792711075,-0.8912804829664238,-0.23393276236877672,-0.655617887112713,-0.13778633356570003,-0.07421495532260604,-0.09628604421016002,-0.1682363419597184,-0.7504503290950897,-0.5687196185467573,-0.8584550962200763,0.2817201338663717,0,0,0,0,0,0,3,11,0,-1.351612027415936
9360,1982,Graduation,Married,-0.6042441279405173,0,0,08-08-2012,-0.2800586603734455,-0.6476116028622457,-0.6111531307323078,-0.4163251131749873,0.5762798763352049,0.26500396304453067,0.07627388567488091,-0.6858866249126978,-0.03053224037003586,-0.22654074517991973,-0.24311448324952553,1.1060873446575836,0,0,0,0,0,0,3,11,0,-1.1012238034535626
5376,1979,Graduation,Married,-1.9787605761503417,1,0,06-01-2013,-0.24552348838134433,-0.9001951980921865,-0.6363011552898765,6.90426123025321,-0.668758643492014,-0.6315031783543306,-0.8248724148358884,6.561217336429014,-1.4703684178201437,8.67010996235786,-1.7814660156759023,-1.779197893111658,0,0,0,0,0,0,3,11,0,-0.8508355794911895
1993,1949,PhD,Married,0.2526979192523044,0,1,23-12-2012,0.47971512345278045,1.673185901544622,-0.6614491798474453,-0.35871759352331267,-0.6870680334894731,-0.6557331010948404,-0.4797525550658065,0.349413940993261,-0.7504503290950897,0.11563812818691793,0.987566742691576,1.1060873446575836,0,1,0,0,0,0,3,11,0,1.6530466601325426
4047,1954,PhD,Married,0.5195908450646187,0,1,11-01-2014,-1.696000712049594,0.23791676629684078,-0.6614491798474453,-0.28781603087509766,-0.3025708435428319,0.11962442660147207,-0.7481791126647591,0.349413940993261,0.689385848355018,-0.22654074517991973,0.987566742691576,-0.5426470769248403,0,0,0,0,0,0,3,11,0,1.2357329535285873
1409,1951,Graduation,Together,-0.4592549532659401,0,1,18-03-2013,0.6869261554053875,-0.10084240848213862,-0.5860051061747391,-0.6201671057886055,0.026998176411431898,-0.5103535646517818,1.0541134883567795,2.4200150728051786,1.049344892717545,-0.5687196185467573,-0.24311448324952553,1.1060873446575836,0,0,0,0,0,0,3,11,0,1.4861211774909606
7892,1969,Graduation,Single,-1.3373751945123518,0,0,02-01-2013,1.3776295952474111,-0.8853373395492488,-0.5608570816171703,-0.6290298011196324,-0.41242718352758656,-0.3649740282087232,-0.5947925083225005,-0.1682363419597184,-0.7504503290950897,-0.5687196185467573,-0.8584550962200763,0.6939037392619777,0,0,0,0,0,0,3,11,0,-0.016208166283278792
2404,1976,Graduation,Married,0.044174162416957416,1,1,27-05-2013,-1.557860024081189,-0.38908486421512983,-0.5608570816171703,-0.6068730627920651,-0.6321398634970958,-0.5103535646517818,-0.05793939312459537,0.8670642239462404,0.3294268039924911,-0.5687196185467573,-0.5507847897348009,0.6939037392619777,0,0,0,0,0,0,3,11,0,-0.6004473555288163
5255,1986,Graduation,Single,,1,0,20-02-2013,-1.0398324441996714,-0.8883089112578363,-0.6363011552898765,-0.726519449760928,-0.6321398634970958,5.716736579659227,6.096698106108531,-1.203536907865677,8.248525779968084,-0.9108984919135951,-1.7814660156759023,-1.779197893111658,0,0,0,0,0,0,3,11,0,-1.4350747687367271
9422,1989,Graduation,Married,-0.5517953171511388,1,0,31-05-2013,-0.7980862402549632,-0.7961901882916226,-0.6111531307323078,-0.5536968908059039,-0.32088023354029105,-0.14690472354413533,-0.6523124849508475,-0.1682363419597184,-0.7504503290950897,-0.5687196185467573,-0.5507847897348009,-0.9548306823204462,0,0,0,0,0,0,3,11,0,-1.6854629926991003
1966,1965,PhD,Married,1.2862176294360335,0,0,22-11-2013,1.6193757991921194,1.1293882788731024,1.8533532759094284,2.8096959873187943,-0.3025708435428319,0.943441799778804,-0.8440457403786708,-0.6858866249126978,0.689385848355018,2.1687113683879438,1.2952370491768512,-1.3670142877160523,0,0,1,0,0,0,3,11,0,0.3176427989998855
6864,1989,Master,Divorced,-1.639750535502632,0,0,22-05-2014,-0.5218048643181538,-0.8793941961320737,-0.5608570816171703,-0.6955000161023339,-0.6504492534945548,-0.6072732556138208,-0.7673524382075414,-0.1682363419597184,-0.3904912847325628,-0.9108984919135951,-0.8584550962200763,-0.13046347152923427,0,0,0,0,0,0,3,11,0,-1.6854629926991003
3033,1963,Master,Together,-0.5414644907835341,0,0,11-05-2013,0.2379689195080722,-0.5703507384389697,-0.23393276236877672,-0.544834195474877,-0.06454877357586361,-0.12267480080362557,0.8623802329289563,-0.6858866249126978,-0.7504503290950897,0.7999958749205932,-0.8584550962200763,-0.9548306823204462,0,0,0,0,0,0,3,11,0,0.48456828164146765
5710,1970,Graduation,Together,-0.4648574398729874,0,1,10-10-2012,-0.6254103802944573,-0.5762938818561448,-0.6614491798474453,-0.7176567544299011,-0.6504492534945548,-0.6557331010948404,-0.7865257637503237,-0.1682363419597184,-0.7504503290950897,-0.5687196185467573,-0.5507847897348009,-0.13046347152923427,0,1,0,0,0,0,3,11,0,-0.09967090760406987
7373,1952,PhD,Divorced,-0.22399024971752368,0,2,29-10-2012,-1.4197193361127844,-0.6178958857763703,-0.35967288515662044,-0.3144041168681783,-0.08285816357332272,-0.12267480080362557,-0.019592742039030716,1.9023647898521991,-0.03053224037003586,-0.5687196185467573,0.06455582323574982,0.2817201338663717,0,0,0,0,0,0,3,11,1,1.4026584361701695
8755,1946,Master,Married,0.6520240923077993,0,0,20-02-2013,-1.557860024081189,0.5291307937384195,0.19358365510989187,1.3473512576993605,1.4917493762081602,0.9919016452598236,-0.42223257843745954,-0.6858866249126978,-0.3904912847325628,0.7999958749205932,0.987566742691576,0.6939037392619777,0,0,0,0,0,0,3,11,0,1.9034348840949158
10738,1951,Master,Single,-0.113569609426855,1,1,29-08-2013,0.20343374751597101,-0.7843039014572725,-0.6614491798474453,-0.655617887112713,-0.6504492534945548,-0.6315031783543306,-0.7865257637503237,-0.6858866249126978,-0.7504503290950897,-0.9108984919135951,-0.8584550962200763,0.6939037392619777,0,0,0,0,0,0,3,11,0,1.4861211774909606
